RefID,Region,Project,Location,Est Cost $M,2022-23,2023-24,0-5,5-10,0-10,0-15,10-15,15+,Sub Sector,Enabling Infrastructure,Challenge / Opportunity,Industry Sector,Category,cost_num,cost_imputed,log_cost,h_2022-23,h_2023-24,h_0-5,h_5-10,h_0-10,h_0-15,h_10-15,h_15+,short_term,ABS_Population,region_area_km2,pop_density,log_pop_density,cost_per_cap,log_cost_per_cap,is_funded,is_near_term,is_remote,n_horizons
2n14,Territory Wide,Football ovals - install lighting,"-19.6000,129.0811",3.5,,,●,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience","Sporting, Recreation, Lifestyle",P,3.5,3.5,0.5440680443502757,0,0,1,0,0,0,0,0,1,42511.5,500000,0.085023,0.08160118492442715,0.08233066346753232,0.079116737681031,0,0,0,1
2o13,Territory Wide,Inligo Network - terrestrial fibre cable connecting Darwin and Adelaide,"-12.460834, 130.84444",●,,●,●,,,,,,Digital Industries,Utilities,Build a resilient and diversified digital network,Emerging Industries,P,,5.3,0.724275869600789,0,1,1,0,0,0,0,0,1,42511.5,500000,0.085023,0.08160118492442715,0.12467214753654894,0.11749156877208115,0,1,0,2
1124,Territory Wide,Mobile and/or broadband services,"-19.8000,129.0811",30,,,,,●,,,,Digital and Telecommunications Infrastructure,Utilities,Enable connectivity and create digital opportunities,Utilities,P,30.0,30.0,1.4771212547196624,0,0,0,0,1,0,0,0,0,42511.5,500000,0.085023,0.08160118492442715,0.7056914011502771,0.5339705424080815,0,0,0,1
1140,Territory Wide,"Public Transport - upgrade bus stops, install bus stop shelters, upgrade bus interchanges, Disability Discrimination Act (DDA) compliance upgrades and CCTV","-20.0000,129.0811",20,,2,,,●,,,,"Rail, Roads and Bridges",Transport and Logistics,"Support accessibility, connectivity and amenity for public transport passengers",Transport and Logistics,P,20.0,20.0,1.3010299956639813,0,0,0,0,1,0,0,0,0,42511.5,500000,0.085023,0.08160118492442715,0.4704609341001847,0.38557591225316074,0,0,0,1
2n16,Territory Wide,Remote Infrastructure Fund - upgrade 40+ community facilities to support AFL,"-20.2000,129.0811",200,,20,,,●,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience","Sporting, Recreation, Lifestyle",P,200.0,200.0,2.3010299956639813,0,0,0,0,1,0,0,0,0,42511.5,500000,0.085023,0.08160118492442715,4.704609341001847,1.741274504370259,0,0,0,1
2r20,Greater Darwin,Across the region - housing infill lots: power and water asset upgrades and network extensions to service nominated infill lots,"-15.400,129.0811",1.0499999999999998,0.35,0.7,,,,,,,Residential Subdivisions,Utilities,Enable economic development and population growth through expanded utilities networks for new land development,Land,F,1.0499999999999998,1.0499999999999998,0.021189299069937998,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.006885742578153177,0.006862144119402039,1,0,0,0
1083,Greater Darwin,Across the region - power network and substation upgrades ,"-12.3832, 130.8763",84,11.98,1.62,●,●,,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,F,84.0,84.0,1.9242792860618816,0,0,1,1,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.5508594062522543,0.4388092329240324,1,0,0,2
0r2,Greater Darwin,Across the region - Specialist Disability Accommodation – land grant,"-12.46083, 130.84444",1.06,1.06,,,,,,,,Housing,Social Infrastructure,Provide purpose built accommodation for people with disabilities,Housing,F,1.06,1.06,0.02530586526477026,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.006951321078897494,0.006927272030642693,1,0,0,0
2l6,Greater Darwin,"Across the region - upgrade bus stops, install bus stop shelters, upgrade bus interchanges, Disability Discrimination Act (DDA) compliance upgrades","-15.600,129.0811",2.7,2.7,,,,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Increase road capacity, safety, support accessibility, connectivity and amenity",Transport and Logistics,F,2.7,2.7,0.43136376415898736,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.017706195200965315,0.017551266650266743,1,0,0,0
0j34,Greater Darwin,Airport Development Group – diesel storage facility,"-12.460834, 130.84444",60,,●,●,,,,,,Air Transport,Transport and Logistics,Expanding Australia's diesel storage to boost long-term fuel security,Transport and Logistics,F,60.0,60.0,1.7781512503836436,0,1,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.3934710044658959,0.33179776002040157,1,1,0,2
8k61,Greater Darwin,Arafura Stadium athletics track upgrades,"-12.404, 130.9104",1.6,1.6,,,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,"Strengthen a healthy, active lifestyle by improving sporting opportunities and enhance visitor experience","Sporting, Recreation, Lifestyle",F,1.6,1.6,0.2041199826559248,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.010492560119090558,0.010437895260551104,1,0,0,0
2o2,Greater Darwin,Aviation Advanced Manufacturing Precinct,"-12.404, 130.9104",10,●,,,,,,,,Aviation Technology,Transport and Logistics,Grow manufacturing capabilities in the Territory,Emerging Industries,F,10.0,10.0,1.0,1,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.06557850074431598,0.06351784487252321,1,1,0,1
0x122,Greater Darwin,Bees Creek - National Critical Care and Trauma Response Centre - emergency training facility,"-12.5803, 131.0551",3,3,,,,,,,,National Critical Care and Trauma Response,Social Infrastructure,Ensure the Territory has expertise to respond to a crisis,Defence and Security,F,3.0,3.0,0.47712125471966244,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.019673550223294794,0.019482527268940633,1,0,0,0
2b11,Greater Darwin,Berrimah - replace Trevor Horman Zone Substation,"-12.3832, 130.8763",41,20,19,●,,,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,F,41.0,41.0,1.6127838567197355,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.26887185305169553,0.2381282010103849,1,0,0,1
299,Greater Darwin,"Berrimah Farm - Northern Territory Government Research Precinct 
- new Science Services Laboratory Building ","-12.432, 130.9205",19,15.8,●,,,,,,,Agribusiness,Transport and Logistics,Increase research capacity and capability in the Territory,Agribusiness,F,19.0,19.0,1.2787536009528289,0,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.12459915141420036,0.1174266623089006,1,1,0,1
648,Greater Darwin,Berrimah North Area Plan - headworks infrastructure,"-12.4240, 130.9131",43,12.9,●,●,,,,,,Industrial Subdivisions,Land Infrastructure,Enable economic development and population growth by increasing land availability,Land,F,43.0,43.0,1.6334684555795864,0,1,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.28198755320055874,0.24841164955942685,1,1,0,2
0p4,Greater Darwin,Casuarina Pool redevelopment,"-12.3738, 130.8814",25,●,●,,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Enhance liveability by improving community facilities,"Sporting, Recreation, Lifestyle",F,25.0,25.0,1.3979400086720377,1,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.16394625186078995,0.15181617286580232,1,1,0,2
2t6,Greater Darwin,Channel Island Power Station - fleet tranisition phase 1 and 2,"-12.553376, 130.86666",70.7,33.81,1.16,●,,,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,F,70.7,70.7,1.8494194137968993,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.463640000262314,0.3809264838402305,1,0,0,1
2t7,Greater Darwin,Channel Island Power Station - life extension upgrades and hot gas path realignment,"-12.553376, 130.86666",20.3,13.15,4.65,●,,,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,F,20.3,20.3,1.307496037913213,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.13312435651096144,0.12497873463798008,1,0,0,1
0s15,Greater Darwin,Charles Darwin University - Casuarina campus optimisation,"-12.3738, 130.8814",25,●,●,,,,,,,Education and Training,Social Infrastructure,Enhance educations services and facilities,Education and Training,F,25.0,25.0,1.3979400086720377,1,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.16394625186078995,0.15181617286580232,1,1,0,2
9s11,Greater Darwin,Charles Darwin University - Education and Community Precinct - new city campus (City Deals),"-12.460834, 130.84444",225,100,●,,,,,,,Education and Training,Social Infrastructure,Unlock business and industry development opportunities and create a safe and vibrant place for people to enjoy,Education and Training,F,225.0,225.0,2.3521825181113627,0,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,1.4755162667471096,0.9064489668933317,1,1,0,1
8n05,Greater Darwin,City of Darwin - council driveway program,"-12.460834, 130.84444",2.2,0.22,0.22,●,●,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",Transport and Logistics,F,2.2,2.2,0.3424226808222063,0,0,1,1,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.014427270163749516,0.014324187387342096,1,0,0,2
2013,Greater Darwin,City of Darwin - council irrigation infrastructure upgrades,"-12.460834, 130.84444",2,0.2,0.2,●,●,,,,,Water,Land Infrastructure,Improve public open space amenity and maximise irrigation efficiency,Utilities,F,2.0,2.0,0.3010299956639812,0,0,1,1,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.013115700148863197,0.013030434093791938,1,0,0,2
2011.1,Greater Darwin,City of Darwin - council pathway program,"-12.460834, 130.84444",9,1.3,1.3,●,●,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",Transport and Logistics,F,9.0,9.0,0.9542425094393249,0,0,1,1,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.059020650669884385,0.05734456658956338,1,0,0,2
8n09,Greater Darwin,City of Darwin - council road resurfacing and renewal,"-12.460834, 130.84444",12,2.2,2.2,●,●,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",Transport and Logistics,F,12.0,12.0,1.0791812460476249,0,0,1,1,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.07869420089317918,0.07575123637031433,1,0,0,2
8n07,Greater Darwin,City of Darwin - council street and public lighting,"-12.460834, 130.84444",14.85,1,1.25,●,●,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",Transport and Logistics,F,14.85,14.85,1.1717264536532312,0,0,1,1,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.09738407360530923,0.09292923269371252,1,0,0,2
394,Greater Darwin,"Civic and State Square Revitalisation (includes City Deals) - CBD Art Gallery, central heart shade structure, walkways, landscaping and public art
","-12.4650, 130.8382",165,153,●,,,,,,,Meeting Places,Social Infrastructure,Unlock business and industry development opportunities and create a safe and vibrant place for people to enjoy,Lifestyle,F,165.0,165.0,2.2174839442139063,0,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,1.0820452622812138,0.733350709764931,1,1,0,1
8l04,Greater Darwin,Coolalinga traffic management,"-12.5183, 131.042",27,10,17,●,,,,,,"Rail, Roads and Bridges",Transport and Logistics,Improve safety and connectivity in and around the Coolalinga commercial precinct,Transport and Logistics,F,27.0,27.0,1.4313637641589874,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.17706195200965316,0.16302146241515936,1,0,0,1
1184,Greater Darwin,Cox Peninsula Road - upgrade intersections to improve capacity and safety,Cox Peninsula Road NT Australia,3,,1.5,●,,,,,,"Rail, Roads and Bridges",Transport and Logistics,Support development of the extractive industry ,Transport and Logistics,F,3.0,3.0,0.47712125471966244,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.019673550223294794,0.019482527268940633,1,0,0,1
0o13,Greater Darwin,Crowley Project Caymus - Bulk Liquids Area – construct U.S Defence jet fuel storage facility ,"-12.477441, 130.90151",270,●,●,,,,,,,Fuel Storage,Transport and Logistics,Strategic bilateral defence facilty for fuel reserve storage ,Defence and Security,F,270.0,270.0,2.4313637641589874,1,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,1.7706195200965316,1.0190709486569913,1,1,0,2
2s01,Greater Darwin,Dameo-Ra Park redevelopment with entrance to Waterfront,"-12.477441, 130.90151",1,1,,,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience","Sporting, Recreation, Lifestyle",F,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.0065578500744315985,0.006536440923328649,1,0,0,0
2b15,Greater Darwin,Darwin - groundwater disinfection,"-12.460834, 130.84444",6,0.3,0.7,●,,,,,,Water,Utilities,Support population growth by improving access to quality water,Utilities,F,6.0,6.0,0.7781512503836436,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.03934710044658959,0.038592727979736265,1,0,0,1
9j11.1,Greater Darwin,Darwin Corporate Park - commercial office building,"-12.432, 130.9205",25,●,,,,,,,,Retail and Business,Land Infrastructure,Increase availability of quality office space,Lifestyle,F,25.0,25.0,1.3979400086720377,1,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.16394625186078995,0.15181617286580232,1,1,0,1
2j02,Greater Darwin,Darwin International Airport - aerobridge replacement and concrete bays,"-12.432, 130.9205",10,●,●,,,,,,,Air Transport,Social Infrastructure,"Improve airport services to support accessibility, visitor growth and tourism",Tourism,F,10.0,10.0,1.0,1,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.06557850074431598,0.06351784487252321,1,1,0,2
0j17,Greater Darwin,Darwin International Airport - auto bag drop installation,"-12.460834, 130.84444",3,●,,,,,,,,Air Transport,Social Infrastructure,"Improve airport services to support accessibility, visitor growth and tourism",Tourism,F,3.0,3.0,0.47712125471966244,1,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.019673550223294794,0.019482527268940633,1,1,0,1
8nt07,Greater Darwin,"Darwin International Airport - Darwin Airport Central - Osgood South ""West Village"" - stage 3","-12.460834, 130.84444",3.5,,,●,,,,,,Retail and Business,Social Infrastructure,Improve liveability through the provision of a variety of contemporary retail and commercial  precinct options,Lifestyle,F,3.5,3.5,0.5440680443502757,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.022952475260510592,0.022693029644529423,1,0,0,1
2j05,Greater Darwin,Darwin International Airport - upgrade of short stay car park to include solar panels,"-12.460834, 130.84444",3,●,,,,,,,,Air Transport,Social Infrastructure,"Improve airport services to support accessibility, visitor growth and tourism",Tourism,F,3.0,3.0,0.47712125471966244,1,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.019673550223294794,0.019482527268940633,1,1,0,1
349,Greater Darwin,Darwin Local Court fit out - Northern Territory Civil and Administrative Tribunal (NT CAT),"-12.466722, 130.844019",1.5,1.4,,,,,,,,Justice and Public Safety,Social Infrastructure,Strengthen equitable access by improving infrastructure to support judicial services,Justice and Public Safety,F,1.5,1.5,0.17609125905568124,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.009836775111647397,0.009788708992709692,1,0,0,0
1198,Greater Darwin,Darwin Ship Lift Facility,"-12.486837, 130.897871",400,120.5,●,●,,,,,,Marine Infrastructure,Transport and Logistics,Provide a common user facility for the general maritime sector and Department of Defence,Transport and Logistics,F,400.0,400.0,2.6020599913279625,0,1,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,2.6231400297726393,1.2873410613930996,1,1,0,2
338,Greater Darwin,"Darwin Waterfront 
- headworks infrastructure
- critical infrastructure upgrades 
- landscaping works","-12.4695, 130.8446",7,,6.1,●,,,,,,Tourism,Land Infrastructure,Master planned vision for Darwin's central water attraction catering to both residents and visitors,Tourism,F,7.0,7.0,0.8450980400142568,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.045904950521021184,0.04488249203107825,1,0,0,1
8f02,Greater Darwin,Darwin Youth Justice Centre development and fit out,"-12.459752, 130.961649",72,48.2,,,,,,,,Justice and Public Safety,Social Infrastructure,"Improve outcomes for young people in detention, their families and the community",Justice and Public Safety,F,72.0,72.0,1.8573324964312685,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.4721652053590751,0.3867342459107014,1,0,0,0
9r171,Greater Darwin,"Dripstone Middle School - redevelop facilities into Science, Technology, Engineering, Arts and Math (STEAM)","-12.3601, 130.8781",1.8,1.8,,,,,,,,Education and Training,Social Infrastructure,Master planned infrastructure to provide contemporary educational facilities to support growth in population and student enrolments,Education and Training,F,1.8,1.8,0.25527250510330607,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.011804130133976878,0.011735004834136467,1,0,0,0
2b10,Greater Darwin,East Arm - construct Wishart Zone Substation,"-12.3832, 130.8763",6.4,,,●,,,,,,Electricity,Utilities,"Additional assets to support growth, compliance and improve service efficiency",Utilities,F,6.4,6.4,0.8061799739838872,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.04197024047636223,0.041113382919839375,1,0,0,1
8xx80,Greater Darwin,East Point - new land based fishing platforms,"East Point Rd, Fannie Bay, NT Australia",4.6,0.5,4.1,,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Enhance liveability by improving access to recreation facilities,"Sporting, Recreation, Lifestyle",F,4.6,4.6,0.6627578316815741,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.03016611034238535,0.029720061415658,1,0,0,0
8x09,Greater Darwin,Frances Bay Marine Facilities - lock replacement and upgrade,"-12.45807, 130.8471395",20,12,7.8,,,,,,,Marine Infrastructure,Transport and Logistics,Support economic growth and improve safety for the commerical boating and fishing industry,Transport and Logistics,F,20.0,20.0,1.3010299956639813,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.13115700148863196,0.12324100402385067,1,0,0,0
2x02,Greater Darwin,Government House - stabilistation and staff accommodation upgrades,"-12.460834, 130.84444",4.3,0.6,,,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,"Value, preserve and expand historic and cultural places, increase visitation opportunities and visitor experience","Sporting, Recreation, Lifestyle",F,4.3,4.3,0.6334684555795865,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.02819875532005587,0.027808490095892886,1,0,0,0
2d2,Greater Darwin,Gunn Point - Emerging Agribusiness Precinct,"-12.1814, 131.017",6.3,6.3,●,,,,,,,Manufacturing,Transport and Logistics,Economic growth through the development of emerging industries in the agricultural sector,Emerging Industries,F,6.3,6.3,0.7993405494535817,0,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.04131445546891907,0.04048381459403167,1,1,0,1
2f3,Greater Darwin,Hidden Valley - track safety upgrades,"-12.449121, 130.905025",0.4,0.4,,,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Enhance liveability by improving sports facilities,"Sporting, Recreation, Lifestyle",F,0.4,0.4,-0.3979400086720376,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.0026231400297726396,0.002619705602642552,1,0,0,0
8o02,Greater Darwin,HMAS Coonawarra - N2263 - Sea1180 facilities and infrastructure,"-12.45663, 130.83235",245,●,●,●,,,,,,Development and Maintenance of Facilities,Transport and Logistics,Enhance defence capability to handle larger vessels,Defence and Security,F,245.0,245.0,2.3891660843645326,1,1,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,1.6066732682357416,0.9580747984571594,1,1,0,3
8x07.1,Greater Darwin,Holtze - infrastructure headworks for the release of the new subdivision ,"-12.4554, 131.0037",43,23,●,●,,,,,,Residential Subdivisions,Land Infrastructure,Enable economic development and population growth by increasing land availability,Land,F,43.0,43.0,1.6334684555795864,0,1,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.28198755320055874,0.24841164955942685,1,1,0,2
2j5,Greater Darwin,Holtze Prison - increase capacity,"-12.4672, 131.0621",2,2,,,,,,,,Justice and Public Safety,Social Infrastructure,Meet community expectation and needs through additional correctional infrastructure,Justice and Public Safety,F,2.0,2.0,0.3010299956639812,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.013115700148863197,0.013030434093791938,1,0,0,0
8b93,Greater Darwin,Hudson Creek - trunk sewer  ,"-12.460834, 130.84444",0.3,,,●,●,,,,,Water,Utilities,Support population growth by improving access to water treatment systems,Utilities,F,0.3,0.3,-0.5228787452803376,0,0,1,1,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.0019673550223294795,0.001965422313904805,1,0,0,2
2b1,Greater Darwin,Hudson Creek Thermal Power Station connection,"-12.477441, 130.90151",●,●,,,,,,,,Electricity,Utilities,Expand and diversify the Territory's power grid to improve efficiency and reliability,Utilities,F,,5.3,0.724275869600789,1,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,1,1,0,1
0s1,Greater Darwin,Hughes Airfield - maintenance and sealing of airstrip,"-12.6441, 131.0917",1.1,0.6,0.5,,,,,,,Justice and Public Safety,Social Infrastructure,Provide effective emergency aerial response and improve community safety,Justice and Public Safety,F,1.1,1.1,0.04139268515822508,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.007213635081874758,0.007187741267442747,1,0,0,0
8xx45,Greater Darwin,Humpty Doo Barramundi farm expansion,"-12.652344, 131.338432",24,●,,●,●,,,,,Aquaculture,Transport and Logistics,Further develop and expand the fisheries export industry supported by the Northern Australia Infrastructure Facility (NAIF),Agribusiness,F,24.0,24.0,1.380211241711606,1,0,1,1,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.15738840178635835,0.14616608918667132,1,1,0,3
8aa2,Greater Darwin,John Stokes Square housing redevelopment,"-12.3869,130.8505",31,●,,,,,,,,Housing,Social Infrastructure,Improve services and increase supply of affordable housing,Housing,F,31.0,31.0,1.4913616938342726,1,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.20329335230737955,0.18506225789538525,1,1,0,1
8x07.2,Greater Darwin,Kowandi - infrastructure headworks planning for the release of the new subdivision,"-12.4672, 131.0621",1,,1,,,,,,,Residential Subdivisions,Land Infrastructure,Enable economic development and population growth by increasing land availability,Land,F,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.0065578500744315985,0.006536440923328649,1,0,0,0
662,Greater Darwin,Kulaluk (Coconut Grove) trunk drains,Kulaluk Coconut Grove NT Australia,3.2,3.2,,,,,,,,Residential Subdivisions,Land Infrastructure,"Improve safety and reduce the damage, disruption and costs associated with major flood events",Land,F,3.2,3.2,0.505149978319906,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.020985120238181117,0.02076796536250242,1,0,0,0
2s27,Greater Darwin,Larrakeyah and Robertson Barracks - Joint Health Command - Garrison Health Facilities ,"-12.43921, 130.9821",49,●,●,,,,,,,Development and Maintenance of Facilities,Land Infrastructure,"Provide defence personnel services including outpatients, physiotherapy, pharmacy and general medical administration",Defence and Security,F,49.0,49.0,1.6901960800285136,1,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.3213346536471483,0.27864232702754965,1,1,0,2
2,Greater Darwin,Larrakeyah Barracks redevelopment - new outer wharf and infrastructure upgrades,"-12.4553, 130.8249",520,●,●,,,,,,,Development and Maintenance of Facilities,Transport and Logistics,Enhance infrastructure to support defence operations,Defence and Security,F,520.0,520.0,2.716003343634799,1,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,3.410082038704431,1.4838932921665464,1,1,0,2
8xx16.1,Greater Darwin,Larrakia Cultural Centre,"-12.460834, 130.84444",●,2,●,●,,,,,,Cultural Experiences,Social Infrastructure,"Value, preserve and celebrate Larrakia culture, improving tourism opportunities and experience",Tourism,F,,5.3,0.724275869600789,0,1,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,1,1,0,2
8b95,Greater Darwin,Leanyer/Sanderson waste water treatment ponds - long term augmentation,"-12.362581, 130.909225",0.7,,0.2,●,,,,,,Water,Utilities,Support population growth by improving access to water treatment systems,Utilities,F,0.7,0.7,-0.1549019599857432,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.004590495052102119,0.004579990863706408,1,0,0,1
8x12,Greater Darwin,Lee Point residential subdivision,"-12.341677, 130.894138",●,●,●,●,,,,,,Residential Subdivisions,Land Infrastructure,Enable economic development and population growth by increasing land availability,Land,F,,5.3,0.724275869600789,1,1,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,1,1,0,3
2n2,Greater Darwin,"Lee Point Road - duplication
","-12.460834, 130.84444",3,2,,,,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",Transport and Logistics,F,3.0,3.0,0.47712125471966244,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.019673550223294794,0.019482527268940633,1,0,0,0
0c16,Greater Darwin,Litchfield municipality - road re-sealing,"-12.539878, 131.056161",8,0.9,0.9,●,●,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Increase road capacity, safety, support accessibility, connectivity and amenity",Transport and Logistics,F,8.0,8.0,0.9030899869919435,0,0,1,1,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.05246280059545279,0.05113294209748937,1,0,0,2
0s26,Greater Darwin,Little Mindil Resort - 190 rooms,"-12.4463, 130.8342",200,100,100,,,,,,,Accommodation,Social Infrastructure,"Support growth in tourism, visitor and corporate travel markets",Tourism,F,200.0,200.0,2.3010299956639813,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,1.3115700148863196,0.8379269537933083,1,0,0,0
781,Greater Darwin,Marine Industry Park,"-12.4758, 130.9072",6,3,3,,,,,,,Intermodal Hubs,Land Infrastructure,Support the development of local industry and create a sustainable economy,Transport and Logistics,F,6.0,6.0,0.7781512503836436,0,0,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.03934710044658959,0.038592727979736265,1,0,0,0
2l10,Greater Darwin,Middle Arm Sustainable Development Precinct - industrial land,"-12.6447, 130.9666",300,●,●,,,,,,,Industrial Subdivisions,Land Infrastructure,"Support the establishment of large strategic industries for downstream gas processing, mineral processing, renewable energy and related developments",Land,F,300.0,300.0,2.4771212547196626,1,1,0,0,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,1.9673550223294793,1.0876709911538884,1,1,0,2
